organization_code_iata,,organization_code_iata,organization_code_icao,period_start_date,period_end_date,accounting_period,passenger_load_factor_pct,continuous,type
TA,7453,TA,TAI,2018-02-01,2018-02-28,Month 2,81.9176506442351,13,Airline ACMI
TA,7454,TA,TAI,2018-03-01,2018-03-31,Month 3,83.9849797973273,14,Airline ACMI
TA,7455,TA,TAI,2018-04-01,2018-04-30,Month 4,80.3477447354787,15,Airline ACMI
TA,7456,TA,TAI,2018-05-01,2018-05-31,Month 5,79.5093570314523,16,Airline ACMI
TA,7457,TA,TAI,2018-06-01,2018-06-30,Month 6,83.5674510508353,17,Airline ACMI
TA,7458,TA,TAI,2018-07-01,2018-07-31,Month 7,86.7567934000338,18,Airline ACMI
TA,7459,TA,TAI,2018-08-01,2018-08-31,Month 8,83.3982981250206,19,Airline ACMI
TA,7460,TA,TAI,2018-09-01,2018-09-30,Month 9,79.2886344903714,20,Airline ACMI
TA,7461,TA,TAI,2018-10-01,2018-10-31,Month 10,75.5260482023441,21,Airline ACMI
TA,7479,TA,TAI,2018-11-01,2018-11-30,Month 11,82.2912814823945,22,Airline ACMI
TA,7480,TA,TAI,2018-12-01,2018-12-31,Month 12,81.7934532345705,23,Airline ACMI
TA,1528,TA,TAI,2019-01-01,2019-12-31,Annual,80.6202622380164,24,Airline ACMI
TA,8950,TA,TAI,2019-01-01,2019-01-31,Month 1,80.4731410747621,24,Airline ACMI
TA,8951,TA,TAI,2019-02-01,2019-02-28,Month 2,78.0036876463846,25,Airline ACMI
TA,8952,TA,TAI,2019-03-01,2019-03-31,Month 3,79.9450919450919,26,Airline ACMI
TA,8953,TA,TAI,2019-04-01,2019-04-30,Month 4,82.5844638700211,27,Airline ACMI
TA,8954,TA,TAI,2019-05-01,2019-05-31,Month 5,81.1709968060257,28,Airline ACMI
TA,1529,TA,TAI,2020-01-01,2020-12-31,Annual,70.6084636128367,29,Airline ACMI
TC,3677,TC,ATC,2018-01-01,2018-12-31,Annual,68.0457288706363,1,Mainline
TC,3678,TC,ATC,2019-01-01,2019-12-31,Annual,67.253497849112,2,Mainline
TC,5058,TC,ATC,2019-01-01,2019-01-31,Month 1,69.364589222807,2,Mainline
TC,5059,TC,ATC,2019-02-01,2019-02-28,Month 2,69.0410168814747,3,Mainline
TC,5060,TC,ATC,2019-03-01,2019-03-31,Month 3,67.4870210358022,4,Mainline
TC,5061,TC,ATC,2019-04-01,2019-04-30,Month 4,71.8107615219816,5,Mainline
TC,5062,TC,ATC,2019-05-01,2019-05-31,Month 5,64.8902009529729,6,Mainline
TC,5063,TC,ATC,2019-06-01,2019-06-30,Month 6,69.9993253727316,7,Mainline
TC,5064,TC,ATC,2019-07-01,2019-07-31,Month 7,62.0799486715322,8,Mainline
TC,5065,TC,ATC,2019-08-01,2019-08-31,Month 8,65.3946737567014,9,Mainline
TC,5066,TC,ATC,2019-09-01,2019-09-30,Month 9,62.7893240798848,10,Mainline
TC,5067,TC,ATC,2019-10-01,2019-10-31,Month 10,64.0150412703587,11,Mainline
TC,5068,TC,ATC,2019-11-01,2019-11-30,Month 11,65.8781620702902,12,Mainline
TC,4972,TC,ATC,2019-12-01,2019-12-31,Month 12,76.8485515140618,13,Mainline
TC,3679,TC,ATC,2020-01-01,2020-12-31,Annual,68.2117930873034,14,Mainline
TC,3492,TC,ATC,2020-01-01,2020-01-31,Month 1,69.364589222807,14,Mainline
TC,3493,TC,ATC,2020-02-01,2020-02-29,Month 2,59.9146538857707,15,Mainline
TC,3494,TC,ATC,2020-03-01,2020-03-31,Month 3,57.1766402307138,16,Mainline
TC,3495,TC,ATC,2020-04-01,2020-04-30,Month 4,44.7550501033879,17,Mainline
TC,3496,TC,ATC,2020-05-01,2020-05-31,Month 5,61.0606174415984,18,Mainline
TC,3497,TC,ATC,2020-06-01,2020-06-30,Month 6,74.4430299172502,19,Mainline
TC,3498,TC,ATC,2020-07-01,2020-07-31,Month 7,81.5800689681894,20,Mainline
TC,3499,TC,ATC,2020-08-01,2020-08-31,Month 8,81.5800689681894,21,Mainline
TC,3500,TC,ATC,2020-09-01,2020-09-30,Month 9,72.6195992123248,22,Mainline
TC,3501,TC,ATC,2020-10-01,2020-10-31,Month 10,71.6062389187245,23,Mainline
TC,3502,TC,ATC,2020-11-01,2020-11-30,Month 11,71.6641850876188,24,Mainline
TC,3503,TC,ATC,2020-12-01,2020-12-31,Month 12,82.5688643209838,25,Mainline
TG,8722,TG,THA,2017-02-01,2017-02-28,Month 2,83.9873703202526,1,Mainline
TG,8723,TG,THA,2017-03-01,2017-03-31,Month 3,82.8220011055832,2,Mainline
TG,8724,TG,THA,2017-04-01,2017-04-30,Month 4,85.1670506912442,3,Mainline
TG,8725,TG,THA,2017-05-01,2017-05-31,Month 5,75.9039629736766,4,Mainline
TG,8726,TG,THA,2017-06-01,2017-06-30,Month 6,76.3098633838763,5,Mainline
TG,8727,TG,THA,2017-07-01,2017-07-31,Month 7,80.5331510594668,6,Mainline
TG,8728,TG,THA,2017-08-01,2017-08-31,Month 8,80.1070840197694,7,Mainline
TG,8729,TG,THA,2017-09-01,2017-09-30,Month 9,75.7954545454545,8,Mainline
TG,8730,TG,THA,2017-10-01,2017-10-31,Month 10,75.6161365826793,9,Mainline
TG,8731,TG,THA,2017-11-01,2017-11-30,Month 11,78.9555398729711,10,Mainline
TG,8732,TG,THA,2017-12-01,2017-12-31,Month 12,79.0829063198003,11,Mainline
TG,8733,TG,THA,2018-01-01,2018-01-31,Month 1,80.2739004477219,12,Mainline
TG,1800,TG,THA,2018-01-01,2018-12-31,Annual,78.1,12,Mainline
TG,8734,TG,THA,2018-02-01,2018-02-28,Month 2,81.6659448534719,13,Mainline
TG,8735,TG,THA,2018-03-01,2018-03-31,Month 3,81.2829989440338,14,Mainline
TG,8736,TG,THA,2018-04-01,2018-04-30,Month 4,80.8716039167011,15,Mainline
TG,8737,TG,THA,2018-05-01,2018-05-31,Month 5,72.030492030492,16,Mainline
TG,8738,TG,THA,2018-06-01,2018-06-30,Month 6,75.7296908698778,17,Mainline
TG,8739,TG,THA,2018-07-01,2018-07-31,Month 7,79.3443496801706,18,Mainline
TG,8740,TG,THA,2018-08-01,2018-08-31,Month 8,79.3789487834386,19,Mainline
TG,8741,TG,THA,2018-09-01,2018-09-30,Month 9,79.3789487834386,20,Mainline
TG,8742,TG,THA,2018-10-01,2018-10-31,Month 10,76.0774686306601,21,Mainline
TG,8743,TG,THA,2018-11-01,2018-11-30,Month 11,76.7140825035562,22,Mainline
TG,8744,TG,THA,2018-12-01,2018-12-31,Month 12,78.2199515998924,23,Mainline
TG,9219,TG,THA,2019-01-01,2019-01-31,Month 1,80.9117965367965,24,Mainline
TG,1801,TG,THA,2019-01-01,2019-12-31,Annual,79.4,24,Mainline
TG,9220,TG,THA,2019-02-01,2019-02-28,Month 2,81.9467680608365,25,Mainline
TG,9221,TG,THA,2019-03-01,2019-03-31,Month 3,79.2014221249829,26,Mainline
TG,9222,TG,THA,2019-04-01,2019-04-30,Month 4,81.1262648482182,27,Mainline
TG,9223,TG,THA,2019-05-01,2019-05-31,Month 5,68.5131617008967,28,Mainline
TG,9224,TG,THA,2019-06-01,2019-06-30,Month 6,74.0257815972737,29,Mainline
TG,9225,TG,THA,2019-07-01,2019-07-31,Month 7,81.4632776295464,30,Mainline
TG,9226,TG,THA,2019-08-01,2019-08-31,Month 8,82.4256737982773,31,Mainline
TG,9227,TG,THA,2019-09-01,2019-09-30,Month 9,77.3258393728738,32,Mainline
TG,9228,TG,THA,2019-10-01,2019-10-31,Month 10,81.566299123551,33,Mainline
TG,9229,TG,THA,2019-11-01,2019-11-30,Month 11,81.6948678506503,34,Mainline
TG,9230,TG,THA,2019-12-01,2019-12-31,Month 12,82.3034832510343,35,Mainline
TG,1028,TG,THA,2020-01-01,2020-01-31,Month 1,82.7691490773928,36,Mainline
TG,1802,TG,THA,2020-01-01,2020-12-31,Annual,65.0,36,Mainline
TG,1029,TG,THA,2020-02-01,2020-02-29,Month 2,70.7606734816597,37,Mainline
TG,1030,TG,THA,2020-03-01,2020-03-31,Month 3,54.0820734341253,38,Mainline
TG,1031,TG,THA,2020-04-01,2020-04-30,Month 4,5.29411764705882,39,Mainline
TG,1032,TG,THA,2020-05-01,2020-05-31,Month 5,3.7037037037037,40,Mainline
TG,1033,TG,THA,2020-06-01,2020-06-30,Month 6,6.77083333333333,41,Mainline
TG,1034,TG,THA,2020-07-01,2020-07-31,Month 7,7.79220779220779,42,Mainline
TG,1035,TG,THA,2020-08-01,2020-08-31,Month 8,19.0909090909091,43,Mainline
TG,1036,TG,THA,2020-09-01,2020-09-30,Month 9,21.5139442231076,44,Mainline
TG,1037,TG,THA,2020-10-01,2020-10-31,Month 10,16.1870503597122,45,Mainline
TG,1038,TG,THA,2020-11-01,2020-11-30,Month 11,14.0845070422535,46,Mainline
TG,1039,TG,THA,2020-12-01,2020-12-31,Month 12,11.9587501474413,47,Mainline
TG,1040,TG,THA,2021-01-01,2021-01-31,Month 1,10.9682248387916,48,Mainline
TG,1041,TG,THA,2021-02-01,2021-02-28,Month 2,6.88083477840153,49,Mainline
TG,1042,TG,THA,2021-03-01,2021-03-31,Month 3,6.03911835040396,50,Mainline
TG,1043,TG,THA,2021-04-01,2021-04-30,Month 4,7.56640034995127,51,Mainline
TG,1044,TG,THA,2021-05-01,2021-05-31,Month 5,7.08109353072309,52,Mainline
TG,1045,TG,THA,2021-06-01,2021-06-30,Month 6,7.27704419904715,53,Mainline
TG,1046,TG,THA,2021-07-01,2021-07-31,Month 7,8.64807405531621,54,Mainline
TG,1047,TG,THA,2021-08-01,2021-08-31,Month 8,9.06758088930028,55,Mainline
TG,1048,TG,THA,2021-09-01,2021-09-30,Month 9,7.26661269264185,56,Mainline
TG,1049,TG,THA,2021-10-01,2021-10-31,Month 10,6.89207765502687,57,Mainline
TJ,4290,TJ,GPD,2017-02-01,2017-02-28,Month 2,56.2748480878267,1,Regional
TJ,4291,TJ,GPD,2017-03-01,2017-03-31,Month 3,56.3400844251001,2,Regional
TJ,4292,TJ,GPD,2017-04-01,2017-04-30,Month 4,56.3250744352016,3,Regional
TJ,4293,TJ,GPD,2017-05-01,2017-05-31,Month 5,58.3350822820474,4,Regional
TJ,4294,TJ,GPD,2017-06-01,2017-06-30,Month 6,59.4962310074096,5,Regional
TJ,4295,TJ,GPD,2017-07-01,2017-07-31,Month 7,63.9838248414952,6,Regional
TJ,4296,TJ,GPD,2017-08-01,2017-08-31,Month 8,62.4279933669123,7,Regional
TJ,4297,TJ,GPD,2017-09-01,2017-09-30,Month 9,55.6665958957279,8,Regional
TJ,4877,TJ,GPD,2017-10-01,2017-10-31,Month 10,50.9321046937784,9,Regional
TJ,4878,TJ,GPD,2017-11-01,2017-11-30,Month 11,52.2803626268649,10,Regional
TJ,4879,TJ,GPD,2017-12-01,2017-12-31,Month 12,58.1746407511483,11,Regional
TJ,4880,TJ,GPD,2018-01-01,2018-01-31,Month 1,58.3840200993778,12,Regional
TJ,3659,TJ,GPD,2018-01-01,2018-12-31,Annual,58.6549365265073,12,Regional
TJ,4881,TJ,GPD,2018-02-01,2018-02-28,Month 2,56.4820872685063,13,Regional
TJ,4882,TJ,GPD,2018-03-01,2018-03-31,Month 3,62.2727335845144,14,Regional
TJ,4883,TJ,GPD,2018-04-01,2018-04-30,Month 4,57.9072742002131,15,Regional
TJ,4884,TJ,GPD,2018-05-01,2018-05-31,Month 5,57.0757062235134,16,Regional
TJ,4885,TJ,GPD,2018-06-01,2018-06-30,Month 6,60.5928553257347,17,Regional
TJ,4886,TJ,GPD,2018-07-01,2018-07-31,Month 7,63.4508423167575,18,Regional
TJ,4887,TJ,GPD,2018-08-01,2018-08-31,Month 8,61.0595177013853,19,Regional
TJ,4888,TJ,GPD,2018-09-01,2018-09-30,Month 9,53.7790254172642,20,Regional
TJ,4889,TJ,GPD,2018-10-01,2018-10-31,Month 10,47.5688515130958,21,Regional
TJ,4890,TJ,GPD,2018-11-01,2018-11-30,Month 11,60.4409696747371,22,Regional
TJ,4891,TJ,GPD,2018-12-01,2018-12-31,Month 12,56.6139113024447,23,Regional
TJ,5675,TJ,GPD,2019-01-01,2019-01-31,Month 1,60.8160649239665,24,Regional
TJ,3660,TJ,GPD,2019-01-01,2019-12-31,Annual,57.906275956596,24,Regional
TJ,5676,TJ,GPD,2019-02-01,2019-02-28,Month 2,58.6253763003798,25,Regional
TJ,5677,TJ,GPD,2019-03-01,2019-03-31,Month 3,62.2586791101692,26,Regional
TJ,5678,TJ,GPD,2019-04-01,2019-04-30,Month 4,58.2564141442859,27,Regional
TJ,5679,TJ,GPD,2019-05-01,2019-05-31,Month 5,56.1824405292299,28,Regional
TJ,5680,TJ,GPD,2019-06-01,2019-06-30,Month 6,54.5886955886731,29,Regional
TJ,5681,TJ,GPD,2019-07-01,2019-07-31,Month 7,61.9486966113831,30,Regional
TJ,5682,TJ,GPD,2019-08-01,2019-08-31,Month 8,58.1409180496842,31,Regional
TJ,5683,TJ,GPD,2019-09-01,2019-09-30,Month 9,50.4290060108488,32,Regional
TJ,5684,TJ,GPD,2019-10-01,2019-10-31,Month 10,48.1143874723354,33,Regional
TJ,5685,TJ,GPD,2019-11-01,2019-11-30,Month 11,54.5980834652565,34,Regional
TJ,5686,TJ,GPD,2019-12-01,2019-12-31,Month 12,62.9714659429591,35,Regional
TJ,3431,TJ,GPD,2020-01-01,2020-01-31,Month 1,61.8559915305438,36,Regional
TJ,3661,TJ,GPD,2020-01-01,2020-12-31,Annual,56.9683982336304,36,Regional
TJ,3432,TJ,GPD,2020-02-01,2020-02-29,Month 2,63.7163048459914,37,Regional
TJ,3433,TJ,GPD,2020-03-01,2020-03-31,Month 3,56.3486770284654,38,Regional
TJ,3434,TJ,GPD,2020-04-01,2020-04-30,Month 4,31.934789067142,39,Regional
TJ,3435,TJ,GPD,2020-05-01,2020-05-31,Month 5,39.654016431825,40,Regional
TJ,3436,TJ,GPD,2020-06-01,2020-06-30,Month 6,47.5544247992707,41,Regional
TJ,3437,TJ,GPD,2020-07-01,2020-07-31,Month 7,56.2981974115602,42,Regional
TJ,3438,TJ,GPD,2020-08-01,2020-08-31,Month 8,64.6789600884172,43,Regional
TJ,3439,TJ,GPD,2020-09-01,2020-09-30,Month 9,56.3625304136253,44,Regional
TJ,3440,TJ,GPD,2020-10-01,2020-10-31,Month 10,51.9422754141429,45,Regional
TJ,3441,TJ,GPD,2020-11-01,2020-11-30,Month 11,61.6951872251588,46,Regional
TJ,3442,TJ,GPD,2020-12-01,2020-12-31,Month 12,55.6647824696265,47,Regional
TJ,3443,TJ,GPD,2021-01-01,2021-01-31,Month 1,56.6684561005622,48,Regional
TJ,3444,TJ,GPD,2021-02-01,2021-02-28,Month 2,42.4856245341284,49,Regional
TJ,3445,TJ,GPD,2021-03-01,2021-03-31,Month 3,38.9461460488641,50,Regional
TJ,3446,TJ,GPD,2021-04-01,2021-04-30,Month 4,45.1095669875398,51,Regional
TJ,3447,TJ,GPD,2021-05-01,2021-05-31,Month 5,53.127721273314,52,Regional
TJ,3448,TJ,GPD,2021-06-01,2021-06-30,Month 6,59.316345737618,53,Regional
TJ,10239,TJ,GPD,2021-07-01,2021-07-31,Month 7,63.3910711212255,54,Regional
TJ,10223,TJ,GPD,2021-08-01,2021-08-31,Month 8,59.30473142,55,Regional
TJ,10258,TJ,GPD,2021-09-01,2021-09-30,Month 9,49.9937063828431,56,Regional
TK,4892,TK,THY,2017-02-01,2017-02-28,Month 2,73.2908888273688,1,Mainline
TK,4893,TK,THY,2017-03-01,2017-03-31,Month 3,76.0660627976242,2,Mainline
TK,4894,TK,THY,2017-04-01,2017-04-30,Month 4,79.1507674635438,3,Mainline
TK,4298,TK,THY,2017-05-01,2017-05-31,Month 5,77.6357318118731,4,Mainline
TK,4299,TK,THY,2017-06-01,2017-06-30,Month 6,76.4302827205702,5,Mainline
TK,4300,TK,THY,2017-07-01,2017-07-31,Month 7,83.8791843022903,6,Mainline
TK,4301,TK,THY,2017-08-01,2017-08-31,Month 8,84.370451748369,7,Mainline
TK,4302,TK,THY,2017-09-01,2017-09-30,Month 9,81.4782636540406,8,Mainline
TK,4303,TK,THY,2017-10-01,2017-10-31,Month 10,81.0125344548357,9,Mainline
TK,4304,TK,THY,2017-11-01,2017-11-30,Month 11,79.4786843934645,10,Mainline
TK,4305,TK,THY,2017-12-01,2017-12-31,Month 12,79.7378676719478,11,Mainline
TK,4306,TK,THY,2018-01-01,2018-01-31,Month 1,79.7269976426914,12,Mainline
TK,3882,TK,THY,2018-01-01,2018-12-31,Annual,81.9265699449661,12,Mainline
TK,1655,TK,,2018-01-01,2018-12-31,Annual,86.2,12,Mainline
TK,4307,TK,THY,2018-02-01,2018-02-28,Month 2,79.6948465006882,13,Mainline
TK,4308,TK,THY,2018-03-01,2018-03-31,Month 3,81.990877645785,14,Mainline
TK,4309,TK,THY,2018-04-01,2018-04-30,Month 4,83.120821740793,15,Mainline
TK,4310,TK,THY,2018-05-01,2018-05-31,Month 5,78.6406636211872,16,Mainline
TK,4311,TK,THY,2018-06-01,2018-06-30,Month 6,78.9549648073145,17,Mainline
TK,4312,TK,THY,2018-07-01,2018-07-31,Month 7,85.3267935232242,18,Mainline
TK,4313,TK,THY,2018-08-01,2018-08-31,Month 8,85.5835811878427,19,Mainline
TK,4314,TK,THY,2018-09-01,2018-09-30,Month 9,83.4436442113452,20,Mainline
TK,4315,TK,THY,2018-10-01,2018-10-31,Month 10,83.4409225615256,21,Mainline
TK,4316,TK,THY,2018-11-01,2018-11-30,Month 11,81.4433137657342,22,Mainline
TK,4317,TK,THY,2018-12-01,2018-12-31,Month 12,80.1795532048159,23,Mainline
TK,1656,TK,,2019-01-01,2019-12-31,Annual,87.2,24,Mainline
TK,3883,TK,THY,2019-01-01,2019-12-31,Annual,81.6138779970775,24,Mainline
TK,5708,TK,THY,2019-01-01,2019-01-31,Month 1,79.4257474753711,24,Mainline
TK,5709,TK,THY,2019-02-01,2019-02-28,Month 2,79.8226157381655,25,Mainline
TK,5710,TK,THY,2019-03-01,2019-03-31,Month 3,80.8901405267621,26,Mainline
TK,5711,TK,THY,2019-04-01,2019-04-30,Month 4,82.8560342894946,27,Mainline
TK,5712,TK,THY,2019-05-01,2019-05-31,Month 5,77.48753202285,28,Mainline
TK,5713,TK,THY,2019-06-01,2019-06-30,Month 6,80.5385526252768,29,Mainline
TK,5714,TK,THY,2019-07-01,2019-07-31,Month 7,83.1939412147902,30,Mainline
TK,5700,TK,THY,2019-08-01,2019-08-31,Month 8,84.7521314402463,31,Mainline
TK,5701,TK,THY,2019-09-01,2019-09-30,Month 9,82.9019108373546,32,Mainline
TK,5702,TK,THY,2019-10-01,2019-10-31,Month 10,83.3070906988195,33,Mainline
TK,5703,TK,THY,2019-11-01,2019-11-30,Month 11,82.4109875862438,34,Mainline
TK,5704,TK,THY,2019-12-01,2019-12-31,Month 12,80.6707750552195,35,Mainline
TK,3449,TK,THY,2020-01-01,2020-01-31,Month 1,80.582136317716,36,Mainline
TK,1657,TK,,2020-01-01,2020-12-31,Annual,72.4,36,Mainline
TK,3884,TK,THY,2020-01-01,2020-12-31,Annual,71.0358459317053,36,Mainline
TK,3450,TK,THY,2020-02-01,2020-02-29,Month 2,77.9675802379886,37,Mainline
TK,3451,TK,THY,2020-03-01,2020-03-31,Month 3,64.7723121600288,38,Mainline
TK,3452,TK,THY,2020-04-01,2020-04-30,Month 4,54.2838437183904,39,Mainline
TK,3453,TK,THY,2020-05-01,2020-05-31,Month 5,71.7182181068291,40,Mainline
TK,3454,TK,THY,2020-06-01,2020-06-30,Month 6,68.0058921305101,41,Mainline
TK,3455,TK,THY,2020-07-01,2020-07-31,Month 7,65.3249907223686,42,Mainline
TK,3456,TK,THY,2020-08-01,2020-08-31,Month 8,67.6176882954782,43,Mainline
TK,3457,TK,THY,2020-09-01,2020-09-30,Month 9,68.9123150257119,44,Mainline
TK,3458,TK,THY,2020-10-01,2020-10-31,Month 10,66.4686687616179,45,Mainline
TK,3459,TK,THY,2020-11-01,2020-11-30,Month 11,62.2481597621633,46,Mainline
TK,3460,TK,THY,2020-12-01,2020-12-31,Month 12,64.0821326912119,47,Mainline
TK,3461,TK,THY,2021-01-01,2021-01-31,Month 1,60.116736245491,48,Mainline
TK,3462,TK,THY,2021-02-01,2021-02-28,Month 2,61.7009098659045,49,Mainline
TK,3463,TK,THY,2021-03-01,2021-03-31,Month 3,65.580133399125,50,Mainline
TK,3464,TK,THY,2021-04-01,2021-04-30,Month 4,58.7088106989261,51,Mainline
TK,3465,TK,THY,2021-05-01,2021-05-31,Month 5,58.3851076742926,52,Mainline
TK,3466,TK,THY,2021-06-01,2021-06-30,Month 6,68.238600752538,53,Mainline
TK,3467,TK,THY,2021-07-01,2021-07-31,Month 7,71.2627871814979,54,Mainline
TK,3468,TK,THY,2021-08-01,2021-08-31,Month 8,73.2438314757916,55,Mainline
TK,3469,TK,THY,2021-09-01,2021-09-30,Month 9,69.738084962475,56,Mainline
TK,3470,TK,THY,2021-10-01,2021-10-31,Month 10,69.9463516619912,57,Mainline
TK,3471,TK,THY,2021-11-01,2021-11-30,Month 11,70.1030457487076,58,Mainline
TM,7976,TM,LAM,2017-02-01,2017-02-28,Month 2,59.1842421753542,1,Mainline
TM,7977,TM,LAM,2017-03-01,2017-03-31,Month 3,63.9671016742898,2,Mainline
TM,7978,TM,LAM,2017-04-01,2017-04-30,Month 4,66.0220107426436,3,Mainline
TM,7979,TM,LAM,2017-05-01,2017-05-31,Month 5,67.1129852627918,4,Mainline
TM,7980,TM,LAM,2017-06-01,2017-06-30,Month 6,63.3544285673377,5,Mainline
TM,7981,TM,LAM,2017-07-01,2017-07-31,Month 7,71.3047774694994,6,Mainline
TM,7982,TM,LAM,2017-08-01,2017-08-31,Month 8,73.2373000351036,7,Mainline
TM,7983,TM,LAM,2017-09-01,2017-09-30,Month 9,65.705353653771,8,Mainline
TM,7984,TM,LAM,2017-10-01,2017-10-31,Month 10,71.1420452205428,9,Mainline
TM,7985,TM,LAM,2017-11-01,2017-11-30,Month 11,69.7927729216023,10,Mainline
TM,7986,TM,LAM,2017-12-01,2017-12-31,Month 12,79.3368553323155,11,Mainline
TM,1596,TM,LAM,2018-01-01,2018-12-31,Annual,71.661439291304,12,Mainline
TM,1597,TM,LAM,2019-01-01,2019-12-31,Annual,69.8867112217065,13,Mainline
TN,5845,TN,THT,2017-02-01,2017-02-28,Month 2,74.1017780943952,1,Mainline
TN,5846,TN,THT,2017-03-01,2017-03-31,Month 3,78.5574613277843,2,Mainline
TN,5847,TN,THT,2017-04-01,2017-04-30,Month 4,78.8406275090766,3,Mainline
TN,5848,TN,THT,2017-05-01,2017-05-31,Month 5,82.1211313597586,4,Mainline
TN,5849,TN,THT,2017-06-01,2017-06-30,Month 6,82.5022009737431,5,Mainline
TN,5850,TN,THT,2017-07-01,2017-07-31,Month 7,90.1912035554964,6,Mainline
TN,5851,TN,THT,2017-08-01,2017-08-31,Month 8,85.0437926845285,7,Mainline
TN,5852,TN,THT,2017-09-01,2017-09-30,Month 9,90.319905180838,8,Mainline
TN,5853,TN,THT,2017-10-01,2017-10-31,Month 10,89.9482182539892,9,Mainline
TN,5854,TN,THT,2017-11-01,2017-11-30,Month 11,90.4482966738197,10,Mainline
TN,5855,TN,THT,2017-12-01,2017-12-31,Month 12,83.0368131470354,11,Mainline
TN,5856,TN,THT,2018-01-01,2018-01-31,Month 1,79.6560947880447,12,Mainline
TN,3668,TN,THT,2018-01-01,2018-12-31,Annual,77.0,12,Mainline
TN,5857,TN,THT,2018-02-01,2018-02-28,Month 2,81.8967415043243,13,Mainline
TN,5858,TN,THT,2018-03-01,2018-03-31,Month 3,79.950231070032,14,Mainline
TN,5859,TN,THT,2018-04-01,2018-04-30,Month 4,83.6403042675765,15,Mainline
TN,5860,TN,THT,2018-05-01,2018-05-31,Month 5,85.3454388336177,16,Mainline
TN,5861,TN,THT,2018-06-01,2018-06-30,Month 6,83.100682077197,17,Mainline
TN,5795,TN,THT,2018-07-01,2018-07-31,Month 7,88.0200359981809,18,Mainline
TN,5796,TN,THT,2018-08-01,2018-08-31,Month 8,85.3654358221645,19,Mainline
TN,5797,TN,THT,2018-09-01,2018-09-30,Month 9,88.5417404909748,20,Mainline
TN,5798,TN,THT,2018-10-01,2018-10-31,Month 10,85.9103739038126,21,Mainline
TN,5799,TN,THT,2018-11-01,2018-11-30,Month 11,84.6516335004973,22,Mainline
TN,5800,TN,THT,2018-12-01,2018-12-31,Month 12,76.517842725658,23,Mainline
TN,3669,TN,THT,2019-01-01,2019-12-31,Annual,75.3,24,Mainline
TN,5046,TN,THT,2019-01-01,2019-01-31,Month 1,75.267399082482,24,Mainline
TN,5047,TN,THT,2019-02-01,2019-02-28,Month 2,71.4214523109477,25,Mainline
TN,5048,TN,THT,2019-03-01,2019-03-31,Month 3,79.3531513359203,26,Mainline
TN,5049,TN,THT,2019-04-01,2019-04-30,Month 4,84.3417323251796,27,Mainline
TN,5050,TN,THT,2019-05-01,2019-05-31,Month 5,80.6582356786031,28,Mainline
TN,5051,TN,THT,2019-06-01,2019-06-30,Month 6,84.1659747624176,29,Mainline
TN,5052,TN,THT,2019-07-01,2019-07-31,Month 7,86.1431979832538,30,Mainline
TN,5053,TN,THT,2019-08-01,2019-08-31,Month 8,85.1994150267126,31,Mainline
TN,5054,TN,THT,2019-09-01,2019-09-30,Month 9,84.4707741358877,32,Mainline
TN,5055,TN,THT,2019-10-01,2019-10-31,Month 10,84.647849935425,33,Mainline
TN,5056,TN,THT,2019-11-01,2019-11-30,Month 11,83.6436590765338,34,Mainline
TN,5057,TN,THT,2019-12-01,2019-12-31,Month 12,79.5743164442141,35,Mainline
TN,3473,TN,THT,2020-01-01,2020-01-31,Month 1,78.0344292412023,36,Mainline
TN,3676,TN,THT,2020-01-01,2020-12-31,Annual,56.5,36,Mainline
TN,3474,TN,THT,2020-02-01,2020-02-29,Month 2,69.4590973944171,37,Mainline
TN,3475,TN,THT,2020-03-01,2020-03-31,Month 3,58.8695495333003,38,Mainline
TN,3476,TN,THT,2020-04-01,2020-04-30,Month 4,37.2680085141342,39,Mainline
TN,3477,TN,THT,2020-05-01,2020-05-31,Month 5,38.0591036539232,40,Mainline
TN,3478,TN,THT,2020-06-01,2020-06-30,Month 6,67.9489040499347,41,Mainline
TN,3479,TN,THT,2020-07-01,2020-07-31,Month 7,49.8161318920724,42,Mainline
TN,3480,TN,THT,2020-08-01,2020-08-31,Month 8,54.4063503101271,43,Mainline
TN,3481,TN,THT,2020-09-01,2020-09-30,Month 9,57.3677570180158,44,Mainline
TN,3482,TN,THT,2020-10-01,2020-10-31,Month 10,62.4091220772616,45,Mainline
TN,3483,TN,THT,2020-11-01,2020-11-30,Month 11,50.5463498467295,46,Mainline
TN,3484,TN,THT,2020-12-01,2020-12-31,Month 12,61.6022815659839,47,Mainline
TN,3485,TN,THT,2021-01-01,2021-01-31,Month 1,57.0728750017421,48,Mainline
TN,3486,TN,THT,2021-02-01,2021-02-28,Month 2,31.7876860210691,49,Mainline
TN,3487,TN,THT,2021-03-01,2021-03-31,Month 3,30.5734095855053,50,Mainline
TN,3488,TN,THT,2021-04-01,2021-04-30,Month 4,28.6121712871702,51,Mainline
TN,3489,TN,THT,2021-05-01,2021-05-31,Month 5,42.1568022805611,52,Mainline
TN,3490,TN,THT,2021-06-01,2021-06-30,Month 6,61.0961683434624,53,Mainline
TN,3491,TN,THT,2021-07-01,2021-07-31,Month 7,70.500065120019,54,Mainline
TO,4895,TO,TVF,2017-02-01,2017-02-28,Month 2,86.1575017863405,1,Low-cost
